Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity
Jute,1998,Kharif     ,Assam,78702.0,687173,2354.4,7775757.6,22823.58,9.040869565,139,61,30,32.72,61.66
Linseed,1998,Rabi       ,Assam,10222.0,5212,2354.4,1009933.6,2964.38,0.480909091,91,21,31,31.48,65.73
Maize,1998,Kharif     ,Assam,19810.0,13965,2354.4,1957228.0,5744.9,0.608695652,126,23,59,34.16,73.53
Mesta,1998,Kharif     ,Assam,5260.0,25623,2354.4,519688.0,1525.4,4.9105,100,27,67,34.58,53.73
Niger seed,1998,Kharif     ,Assam,8753.0,4478,2354.4,864796.4,2538.37,0.520555556,112,51,75,31.58,88.01
Onion,1998,Whole Year ,Assam,8083.0,18341,2354.4,798600.4,2344.07,2.340434783,145,33,27,24.3,68.7
Other  Rabi pulses,1998,Rabi       ,Assam,116141.0,62330,2354.4,11474730.8,33680.89,0.50826087,101,68,33,23.29,54.6
Potato,1998,Whole Year ,Assam,76958.0,611077,2354.4,7603450.4,22317.82,7.230434783,145,32,75,26.71,63.41
Rapeseed &Mustard,1998,Rabi       ,Assam,288829.0,135631,2354.4,28536305.2,83760.41,0.473478261,53,40,73,34.91,64.95
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,143,43,36,26.19,63.82
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,72,69,64,22.99,77.73
Rice,1998,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.91,1.055652174,64,37,24,34.17,63.82
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,143,43,36,26.19,63.82
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,72,69,64,22.99,77.73
Rice,1998,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.77,1.685217391,64,37,24,34.17,63.82
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,143,43,36,26.19,63.82
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,72,69,64,22.99,77.73
Rice,1998,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.395652174,64,37,24,34.17,63.82
Sesamum,1998,Kharif     ,Assam,15940.0,8210,2354.4,1574872.0,4622.6,0.485217391,92,64,22,25.79,62.95
Small millets,1998,Kharif     ,Assam,10547.0,5450,2354.4,1042043.6,3058.63,0.521363636,78,59,28,30.36,62.88
Sugarcane,1998,Whole Year ,Assam,30571.0,1223578,2354.4,3020414.8,8865.59,39.89304348,85,45,39,31.82,81.11
Sweet potato,1998,Whole Year ,Assam,9433.0,32437,2354.4,931980.4,2735.57,3.435652174,62,51,40,32.65,62.34
Tapioca,1998,Whole Year ,Assam,2798.0,13261,2354.4,276442.4,811.42,4.445217391,81,63,52,32.32,50.56
Tobacco,1998,Whole Year ,Assam,1465.0,732,2354.4,144742.0,424.85,0.569545455,120,76,24,32.54,64.62
Turmeric,1998,Whole Year ,Assam,10729.0,7416,2354.4,1060025.2,3111.41,0.666956522,108,74,43,30.01,61.13
Wheat,1998,Rabi       ,Assam,89591.0,90509,2354.4,8851590.8,25981.39,0.999545455,135,75,82,26.06,86.36
Arecanut,1998,Whole Year ,Goa,1500.0,1820,2964.9,148200.0,435.0,1.21,77,72,45,30.01,69.12
Banana,1998,Whole Year ,Goa,1900.0,14400,2964.9,187720.0,551.0,7.58,115,52,52,32.55,59.38
Black pepper,1998,Whole Year ,Goa,250.0,70,2964.9,24700.0,72.5,0.28,91,71,37,25.26,89.26
Cashewnut,1998,Whole Year ,Goa,52875.0,15000,2964.9,5224050.0,15333.75,0.28,94,50,37,24.45,59.87
Coconut ,1998,Whole Year ,Goa,24858.0,121000000,2964.9,2455970.4,7208.82,4867.65,111,37,57,25.16,80.52
Groundnut,1998,Kharif     ,Goa,350.0,412,2964.9,34580.0,101.5,1.18,106,54,52,28.27,75.98
Groundnut,1998,Kharif     ,Goa,350.0,412,2964.9,34580.0,101.5,1.18,55,31,46,20.79,68.49
Groundnut,1998,Rabi       ,Goa,1048.0,2124,2964.9,103542.4,303.92,2.03,106,54,52,28.27,75.98
Groundnut,1998,Rabi       ,Goa,1048.0,2124,2964.9,103542.4,303.92,2.03,55,31,46,20.79,68.49
Other  Rabi pulses,1998,Rabi       ,Goa,8671.0,9220,2964.9,856694.8,2514.59,1.06,77,70,68,31.68,66.23
Other Kharif pulses,1998,Kharif     ,Goa,1200.0,324,2964.9,118560.0,348.0,0.27,77,44,69,22.08,84.9
Ragi,1998,Kharif     ,Goa,2500.0,2476,2964.9,247000.0,725.0,0.99,93,64,34,21.99,69.0
Rice,1998,Kharif     ,Goa,41000.0,104249,2964.9,4050800.0,11890.0,2.54,133,50,71,22.96,65.01
Rice,1998,Kharif     ,Goa,41000.0,104249,2964.9,4050800.0,11890.0,2.54,79,29,87,28.65,64.17
Rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,133,50,71,22.96,65.01
Rice,1998,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.31,3.04,79,29,87,28.65,64.17
Sugarcane,1998,Whole Year ,Goa,1320.0,64000,2964.9,130416.0,382.8,48.48,111,66,38,24.28,61.03
Arecanut,1998,Whole Year ,Karnataka,98047.0,648365,1260.8,9687043.6,28433.63,6.232,124,71,44,25.52,66.36
Arhar/Tur,1998,Kharif     ,Karnataka,475396.0,221453,1260.8,46969124.8,137864.84,0.400833333,141,53,44,33.97,54.8
Bajra,1998,Kharif     ,Karnataka,415816.0,282231,1260.8,41082620.8,120586.64,0.601764706,138,70,52,32.71,52.6
Bajra,1998,Kharif     ,Karnataka,415816.0,282231,1260.8,41082620.8,120586.64,0.601764706,111,22,79,32.78,71.66
Bajra,1998,Kharif     ,Karnataka,415816.0,282231,1260.8,41082620.8,120586.64,0.601764706,146,65,56,28.66,68.17
Bajra,1998,Rabi       ,Karnataka,451.0,536,1260.8,44558.8,130.79,1.19,138,70,52,32.71,52.6
Bajra,1998,Rabi       ,Karnataka,451.0,536,1260.8,44558.8,130.79,1.19,111,22,79,32.78,71.66
Bajra,1998,Rabi       ,Karnataka,451.0,536,1260.8,44558.8,130.79,1.19,146,65,56,28.66,68.17
Bajra,1998,Summer     ,Karnataka,846.0,498,1260.8,83584.8,245.34,0.59,138,70,52,32.71,52.6
Bajra,1998,Summer     ,Karnataka,846.0,498,1260.8,83584.8,245.34,0.59,111,22,79,32.78,71.66
Bajra,1998,Summer     ,Karnataka,846.0,498,1260.8,83584.8,245.34,0.59,146,65,56,28.66,68.17
Black pepper,1998,Whole Year ,Karnataka,4387.0,10342,1260.8,433435.6,1272.23,2.238,50,58,62,33.0,56.94
Cardamom,1998,Whole Year ,Karnataka,20218.0,1153,1260.8,1997538.4,5863.22,0.06,76,27,28,31.68,54.27
Castor seed,1998,Kharif     ,Karnataka,27246.0,23245,1260.8,2691904.8,7901.34,0.831818182,111,51,33,34.3,55.73
Coconut ,1998,Whole Year ,Karnataka,310399.0,1611530000,1260.8,30667421.2,90015.71,4692.261111,126,62,22,20.97,62.61
Coriander,1998,Whole Year ,Karnataka,17935.0,2982,1260.8,1771978.0,5201.15,0.118,52,48,88,20.43,68.06
Cotton(lint),1998,Kharif     ,Karnataka,636495.0,976876,1260.8,62885706.0,184583.55,1.556521739,119,41,75,22.63,57.73
Dry chillies,1998,Whole Year ,Karnataka,170319.0,146498,1260.8,16827517.2,49392.51,1.123703704,121,39,45,33.94,80.22
Garlic,1998,Whole Year ,Karnataka,3574.0,3034,1260.8,353111.2,1036.46,1.459411765,76,25,72,29.08,57.73
Ginger,1998,Kharif     ,Karnataka,3896.0,51169,1260.8,384924.8,1129.84,12.75944444,58,62,60,26.39,54.97
Gram,1998,Rabi       ,Karnataka,355326.0,202508,1260.8,35106208.8,103044.54,0.573478261,111,68,40,27.69,89.78
Groundnut,1998,Kharif     ,Karnataka,1012577.0,929016,1260.8,100042607.6,293647.33,0.8568,86,48,58,32.44,67.91
Groundnut,1998,Kharif     ,Karnataka,1012577.0,929016,1260.8,100042607.6,293647.33,0.8568,146,61,42,33.94,56.8
Groundnut,1998,Rabi       ,Karnataka,217445.0,263118,1260.8,21483566.0,63059.05,1.3052,86,48,58,32.44,67.91
Groundnut,1998,Rabi       ,Karnataka,217445.0,263118,1260.8,21483566.0,63059.05,1.3052,146,61,42,33.94,56.8
Horse-gram,1998,Kharif     ,Karnataka,189486.0,90718,1260.8,18721216.8,54950.94,0.504615385,100,75,77,30.95,85.78
Horse-gram,1998,Kharif     ,Karnataka,189486.0,90718,1260.8,18721216.8,54950.94,0.504615385,93,36,88,31.4,59.24
Horse-gram,1998,Rabi       ,Karnataka,134779.0,62084,1260.8,13316165.2,39085.91,0.4492,100,75,77,30.95,85.78
Horse-gram,1998,Rabi       ,Karnataka,134779.0,62084,1260.8,13316165.2,39085.91,0.4492,93,36,88,31.4,59.24
Jowar,1998,Kharif     ,Karnataka,420808.0,616645,1260.8,41575830.4,122034.32,1.305714286,73,50,48,24.81,87.02
Jowar,1998,Kharif     ,Karnataka,420808.0,616645,1260.8,41575830.4,122034.32,1.305714286,128,72,81,27.01,54.76
Jowar,1998,Kharif     ,Karnataka,420808.0,616645,1260.8,41575830.4,122034.32,1.305714286,108,53,72,33.28,83.67
Jowar,1998,Rabi       ,Karnataka,1420162.0,1003450,1260.8,140312005.6,411846.98,0.7235,73,50,48,24.81,87.02
Jowar,1998,Rabi       ,Karnataka,1420162.0,1003450,1260.8,140312005.6,411846.98,0.7235,128,72,81,27.01,54.76
Jowar,1998,Rabi       ,Karnataka,1420162.0,1003450,1260.8,140312005.6,411846.98,0.7235,108,53,72,33.28,83.67
Jowar,1998,Summer     ,Karnataka,8897.0,23144,1260.8,879023.6,2580.13,2.461333333,73,50,48,24.81,87.02
Jowar,1998,Summer     ,Karnataka,8897.0,23144,1260.8,879023.6,2580.13,2.461333333,128,72,81,27.01,54.76
Jowar,1998,Summer     ,Karnataka,8897.0,23144,1260.8,879023.6,2580.13,2.461333333,108,53,72,33.28,83.67
Linseed,1998,Rabi       ,Karnataka,19806.0,6441,1260.8,1956832.8,5743.74,0.315,81,57,64,31.79,57.37
Maize,1998,Kharif     ,Karnataka,450472.0,1542607,1260.8,44506633.6,130636.88,3.366,145,76,46,30.26,87.53
Maize,1998,Kharif     ,Karnataka,450472.0,1542607,1260.8,44506633.6,130636.88,3.366,137,56,53,20.98,72.97
Maize,1998,Kharif     ,Karnataka,450472.0,1542607,1260.8,44506633.6,130636.88,3.366,101,23,33,20.59,57.6
Maize,1998,Rabi       ,Karnataka,49922.0,101605,1260.8,4932293.6,14477.38,1.97952381,145,76,46,30.26,87.53
Maize,1998,Rabi       ,Karnataka,49922.0,101605,1260.8,4932293.6,14477.38,1.97952381,137,56,53,20.98,72.97
Maize,1998,Rabi       ,Karnataka,49922.0,101605,1260.8,4932293.6,14477.38,1.97952381,101,23,33,20.59,57.6
Maize,1998,Summer     ,Karnataka,11974.0,27080,1260.8,1183031.2,3472.46,2.241904762,145,76,46,30.26,87.53
Maize,1998,Summer     ,Karnataka,11974.0,27080,1260.8,1183031.2,3472.46,2.241904762,137,56,53,20.98,72.97
Maize,1998,Summer     ,Karnataka,11974.0,27080,1260.8,1183031.2,3472.46,2.241904762,101,23,33,20.59,57.6
Moong(Green Gram),1998,Kharif     ,Karnataka,311720.0,61227,1260.8,30797936.0,90398.8,0.180769231,111,21,60,21.96,83.79
Moong(Green Gram),1998,Kharif     ,Karnataka,311720.0,61227,1260.8,30797936.0,90398.8,0.180769231,107,31,79,28.72,65.62
Moong(Green Gram),1998,Rabi       ,Karnataka,15627.0,7005,1260.8,1543947.6,4531.83,0.438823529,111,21,60,21.96,83.79
Moong(Green Gram),1998,Rabi       ,Karnataka,15627.0,7005,1260.8,1543947.6,4531.83,0.438823529,107,31,79,28.72,65.62
Niger seed,1998,Kharif     ,Karnataka,41853.0,8104,1260.8,4135076.4,12137.37,0.214782609,101,54,61,28.05,79.31
Onion,1998,Kharif     ,Karnataka,79921.0,362053,1260.8,7896194.8,23177.09,5.363636364,61,25,70,34.14,75.74
Onion,1998,Kharif     ,Karnataka,79921.0,362053,1260.8,7896194.8,23177.09,5.363636364,88,75,30,30.42,78.57
Onion,1998,Kharif     ,Karnataka,79921.0,362053,1260.8,7896194.8,23177.09,5.363636364,51,65,54,24.41,63.75
Onion,1998,Rabi       ,Karnataka,8882.0,91057,1260.8,877541.6,2575.78,8.936315789,61,25,70,34.14,75.74
Onion,1998,Rabi       ,Karnataka,8882.0,91057,1260.8,877541.6,2575.78,8.936315789,88,75,30,30.42,78.57
Onion,1998,Rabi       ,Karnataka,8882.0,91057,1260.8,877541.6,2575.78,8.936315789,51,65,54,24.41,63.75
Onion,1998,Summer     ,Karnataka,4797.0,55339,1260.8,473943.6,1391.13,11.86631579,61,25,70,34.14,75.74
Onion,1998,Summer     ,Karnataka,4797.0,55339,1260.8,473943.6,1391.13,11.86631579,88,75,30,30.42,78.57
Onion,1998,Summer     ,Karnataka,4797.0,55339,1260.8,473943.6,1391.13,11.86631579,51,65,54,24.41,63.75
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730.0,15872,1260.8,170924.0,501.7,9.265882353,52,27,38,22.42,87.55
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730.0,15872,1260.8,170924.0,501.7,9.265882353,105,40,84,32.74,72.39
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730.0,15872,1260.8,170924.0,501.7,9.265882353,130,72,80,26.89,53.1
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494.0,4882,1260.8,48807.2,143.26,8.948181818,52,27,38,22.42,87.55
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494.0,4882,1260.8,48807.2,143.26,8.948181818,105,40,84,32.74,72.39
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494.0,4882,1260.8,48807.2,143.26,8.948181818,130,72,80,26.89,53.1
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583.0,13707,1260.8,156400.4,459.07,7.827,52,27,38,22.42,87.55
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583.0,13707,1260.8,156400.4,459.07,7.827,105,40,84,32.74,72.39
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583.0,13707,1260.8,156400.4,459.07,7.827,130,72,80,26.89,53.1
Potato,1998,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8338.95,12.37333333,108,77,66,29.8,52.67
Potato,1998,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8338.95,12.37333333,51,65,33,28.48,79.53
Potato,1998,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8338.95,12.37333333,51,54,86,21.61,84.0
Potato,1998,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8338.95,12.37333333,141,67,71,20.86,77.81
Potato,1998,Rabi       ,Karnataka,4173.0,82124,1260.8,412292.4,1210.17,18.90714286,108,77,66,29.8,52.67
Potato,1998,Rabi       ,Karnataka,4173.0,82124,1260.8,412292.4,1210.17,18.90714286,51,65,33,28.48,79.53
Potato,1998,Rabi       ,Karnataka,4173.0,82124,1260.8,412292.4,1210.17,18.90714286,51,54,86,21.61,84.0
Potato,1998,Rabi       ,Karnataka,4173.0,82124,1260.8,412292.4,1210.17,18.90714286,141,67,71,20.86,77.81
Potato,1998,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.73,17.6,108,77,66,29.8,52.67
Potato,1998,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.73,17.6,51,65,33,28.48,79.53
Potato,1998,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.73,17.6,51,54,86,21.61,84.0
Potato,1998,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.73,17.6,141,67,71,20.86,77.81
Potato,1998,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.72,14.59,108,77,66,29.8,52.67
Potato,1998,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.72,14.59,51,65,33,28.48,79.53
Potato,1998,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.72,14.59,51,54,86,21.61,84.0
Potato,1998,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.72,14.59,141,67,71,20.86,77.81
Ragi,1998,Kharif     ,Karnataka,986173.0,1664767,1260.8,97433892.4,285990.17,1.418,103,34,51,25.66,61.1
Ragi,1998,Kharif     ,Karnataka,986173.0,1664767,1260.8,97433892.4,285990.17,1.418,136,26,29,25.42,59.04
Ragi,1998,Kharif     ,Karnataka,986173.0,1664767,1260.8,97433892.4,285990.17,1.418,145,34,36,30.11,72.62
Ragi,1998,Rabi       ,Karnataka,33833.0,45301,1260.8,3342700.4,9811.57,1.361,103,34,51,25.66,61.1
Ragi,1998,Rabi       ,Karnataka,33833.0,45301,1260.8,3342700.4,9811.57,1.361,136,26,29,25.42,59.04
Ragi,1998,Rabi       ,Karnataka,33833.0,45301,1260.8,3342700.4,9811.57,1.361,145,34,36,30.11,72.62
Ragi,1998,Summer     ,Karnataka,10673.0,24008,1260.8,1054492.4,3095.17,2.239230769,103,34,51,25.66,61.1
Ragi,1998,Summer     ,Karnataka,10673.0,24008,1260.8,1054492.4,3095.17,2.239230769,136,26,29,25.42,59.04
Ragi,1998,Summer     ,Karnataka,10673.0,24008,1260.8,1054492.4,3095.17,2.239230769,145,34,36,30.11,72.62
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673.0,1790,1260.8,659292.4,1935.17,0.210625,146,64,59,29.48,57.87
Rice,1998,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312965.97,2.310740741,50,25,87,34.53,65.16
Rice,1998,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312965.97,2.310740741,68,66,82,32.87,75.15
Rice,1998,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312965.97,2.310740741,51,36,34,27.45,61.4
Rice,1998,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.78,2.054285714,50,25,87,34.53,65.16
Rice,1998,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.78,2.054285714,68,66,82,32.87,75.15
Rice,1998,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.78,2.054285714,51,36,34,27.45,61.4
Rice,1998,Summer     ,Karnataka,295830.0,951569,1260.8,29228004.0,85790.7,2.99375,50,25,87,34.53,65.16
Rice,1998,Summer     ,Karnataka,295830.0,951569,1260.8,29228004.0,85790.7,2.99375,68,66,82,32.87,75.15
Rice,1998,Summer     ,Karnataka,295830.0,951569,1260.8,29228004.0,85790.7,2.99375,51,36,34,27.45,61.4
Safflower,1998,Rabi       ,Karnataka,97487.0,58727,1260.8,9631715.6,28271.23,0.616428571,102,23,58,27.5,65.02
Sesamum,1998,Kharif     ,Karnataka,115250.0,46673,1260.8,11386700.0,33422.5,0.417307692,93,41,76,30.11,64.42
Soyabean,1998,Kharif     ,Karnataka,65309.0,70294,1260.8,6452529.2,18939.61,1.060588235,139,51,29,21.71,68.42
Sunflower,1998,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.04,0.382608696,81,78,36,35.0,76.97
Sunflower,1998,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.04,0.382608696,119,41,36,27.78,81.29
Sunflower,1998,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.04,0.382608696,81,46,35,33.65,76.6
Sunflower,1998,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.06,0.390416667,81,78,36,35.0,76.97
Sunflower,1998,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.06,0.390416667,119,41,36,27.78,81.29
Sunflower,1998,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.06,0.390416667,81,46,35,33.65,76.6
Sunflower,1998,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.24,0.595217391,81,78,36,35.0,76.97
Sunflower,1998,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.24,0.595217391,119,41,36,27.78,81.29
Sunflower,1998,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.24,0.595217391,81,46,35,33.65,76.6
Turmeric,1998,Whole Year ,Karnataka,5007.0,25386,1260.8,494691.6,1452.03,4.682380952,117,65,22,34.51,51.05
Wheat,1998,Rabi       ,Karnataka,268981.0,219433,1260.8,26575322.8,78004.49,0.848823529,104,34,70,28.72,85.87
Arecanut,1998,Whole Year ,Kerala,73639.0,68479,3151.5,7275533.2,21355.31,0.797857143,124,79,65,21.55,73.25
Banana,1998,Whole Year ,Kerala,30521.0,386588,3151.5,3015474.8,8851.09,12.85714286,105,63,74,28.6,86.81
Black pepper,1998,Whole Year ,Kerala,182384.0,68510,3151.5,18019539.2,52891.36,0.261428571,66,70,45,28.96,88.55
Cardamom,1998,Whole Year ,Kerala,41449.0,4990,3151.5,4095161.2,12020.21,0.045555556,87,41,50,31.84,68.71
Cashewnut,1998,Whole Year ,Kerala,91268.0,51336,3151.5,9017278.4,26467.72,0.484285714,73,47,38,20.72,86.65
Coconut ,1998,Whole Year ,Kerala,882288.0,5132000000,3151.5,87170054.4,255863.52,5304.749286,118,61,87,26.99,64.62
Cotton(lint),1998,Kharif     ,Kerala,10999.0,17752,3151.5,1086701.2,3189.71,1.61,147,57,34,33.84,60.42
Dry chillies,1998,Whole Year ,Kerala,297.0,288,3151.5,29343.6,86.13,0.937777778,119,79,77,34.87,52.95
Garlic,1998,Whole Year ,Kerala,742.0,12614,3151.5,73309.6,215.18,17.0,135,76,49,22.87,68.07
Ginger,1998,Whole Year ,Kerala,11107.0,39362,3151.5,1097371.6,3221.03,2.93,60,28,67,33.06,77.55
Groundnut,1998,Kharif     ,Kerala,7021.0,5219,3151.5,693674.8,2036.09,0.62,65,53,75,22.19,89.07
Jowar,1998,Kharif     ,Kerala,2177.0,1108,3151.5,215087.6,631.33,0.505,146,55,61,32.62,70.85
Ragi,1998,Kharif     ,Kerala,1157.0,936,3151.5,114311.6,335.53,0.81,122,28,43,24.16,79.38
Rice,1998,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.93,1.856923077,108,34,71,34.39,85.85
Rice,1998,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.93,1.856923077,119,64,62,30.43,71.73
Rice,1998,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.93,1.856923077,129,39,53,25.99,56.67
Rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116153846,108,34,71,34.39,85.85
Rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116153846,119,64,62,30.43,71.73
Rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116153846,129,39,53,25.99,56.67
Rice,1998,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.06,1.937142857,108,34,71,34.39,85.85
Rice,1998,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.06,1.937142857,119,64,62,30.43,71.73
Rice,1998,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.06,1.937142857,129,39,53,25.99,56.67
Sesamum,1998,Kharif     ,Kerala,3303.0,1057,3151.5,326336.4,957.87,0.467272727,142,27,79,24.21,83.93
Sugarcane,1998,Whole Year ,Kerala,6160.0,472160,3151.5,608608.0,1786.4,64.83,52,77,22,23.53,72.97
Sweet potato,1998,Whole Year ,Kerala,1099.0,11924,3151.5,108581.2,318.71,11.718,69,47,87,30.21,80.34
Tapioca,1998,Whole Year ,Kerala,112774.0,2630155,3151.5,11142071.2,32704.46,25.51785714,108,70,30,33.44,76.34
Tobacco,1998,Whole Year ,Kerala,41.0,228,3151.5,4050.8,11.89,5.56,85,38,32,31.32,52.44
Turmeric,1998,Whole Year ,Kerala,3706.0,8034,3151.5,366152.8,1074.74,1.997857143,68,76,69,32.52,56.76
Arecanut,1998,Whole Year ,Meghalaya,9585.0,11567,6552.7,946998.0,2779.65,1.151666667,139,35,38,31.72,61.45
Arhar/Tur,1998,Kharif     ,Meghalaya,861.0,678,6552.7,85066.8,249.69,0.803333333,116,30,63,34.69,61.39
Banana,1998,Whole Year ,Meghalaya,5194.0,62888,6552.7,513167.2,1506.26,11.26714286,68,61,52,31.37,83.57
Cotton(lint),1998,Kharif     ,Meghalaya,7549.0,5599,6552.7,745841.2,2189.21,0.796666667,69,27,57,23.15,73.93
Dry chillies,1998,Whole Year ,Meghalaya,1764.0,1051,6552.7,174283.2,511.56,0.598571429,145,52,22,31.87,53.34
Ginger,1998,Kharif     ,Meghalaya,7403.0,45590,6552.7,731416.4,2146.87,6.008571429,120,29,84,24.83,65.49
Gram,1998,Rabi       ,Meghalaya,463.0,283,6552.7,45744.4,134.27,0.61,101,37,54,34.94,72.25
Jute,1998,Kharif     ,Meghalaya,4241.0,27097,6552.7,419010.8,1229.89,7.553333333,82,54,55,25.65,60.06
Linseed,1998,Kharif     ,Meghalaya,51.0,23,6552.7,5038.8,14.79,0.45,89,62,57,24.39,51.59
Maize,1998,Kharif     ,Meghalaya,17219.0,25272,6552.7,1701237.2,4993.51,1.457142857,88,69,58,23.59,65.21
Mesta,1998,Kharif     ,Meghalaya,4681.0,21362,6552.7,462482.8,1357.49,4.58,131,22,44,29.88,68.45
Mesta,1998,Kharif     ,Meghalaya,4681.0,21362,6552.7,462482.8,1357.49,4.58,50,59,83,21.64,86.19
Mesta,1998,Whole Year ,Meghalaya,871.0,631,6552.7,86054.8,252.59,0.68,131,22,44,29.88,68.45
Mesta,1998,Whole Year ,Meghalaya,871.0,631,6552.7,86054.8,252.59,0.68,50,59,83,21.64,86.19
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938.0,1527,6552.7,191474.4,562.02,0.755714286,60,46,32,34.3,86.33
Potato,1998,Whole Year ,Meghalaya,20753.0,201059,6552.7,2050396.4,6018.37,7.738571429,141,78,87,24.41,70.02
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916.0,4576,6552.7,683300.8,2005.64,0.635714286,106,47,89,24.43,68.86
Rice,1998,Kharif     ,Meghalaya,105402.0,149742,6552.7,10413717.6,30566.58,1.51,138,65,20,20.69,75.62
Sesamum,1998,Kharif     ,Meghalaya,1322.0,694,6552.7,130613.6,383.38,0.575714286,99,25,73,23.69,60.32
Small millets,1998,Kharif     ,Meghalaya,2823.0,2282,6552.7,278912.4,818.67,0.871428571,72,66,28,26.28,61.43
